chair;https://storage.googleapis.com/quickdraw_dataset/full/raw/chair.ndjson;chair.ndjson
couch;https://storage.googleapis.com/quickdraw_dataset/full/raw/couch.ndjson;couch.ndjson
potted plant;https://storage.googleapis.com/quickdraw_dataset/full/raw/house%20plant.ndjson;house plant.ndjson
bed;https://storage.googleapis.com/quickdraw_dataset/full/raw/bed.ndjson;bed.ndjson
dinning table;https://storage.googleapis.com/quickdraw_dataset/full/raw/table.ndjson;table.ndjson
toilet;https://storage.googleapis.com/quickdraw_dataset/full/raw/toilet.ndjson;toilet.ndjson
tv;https://storage.googleapis.com/quickdraw_dataset/full/raw/television.ndjson;television.ndjson
laptop;https://storage.googleapis.com/quickdraw_dataset/full/raw/laptop.ndjson;laptop.ndjson
mouse;https://storage.googleapis.com/quickdraw_dataset/full/raw/mouse.ndjson;mouse.ndjson
remote;https://storage.googleapis.com/quickdraw_dataset/full/raw/remote%20control.ndjson;remote control.ndjson
keyboard;https://storage.googleapis.com/quickdraw_dataset/full/raw/keyboard.ndjson;keyboard.ndjson
cell phone;https://storage.googleapis.com/quickdraw_dataset/full/raw/cell%20phone.ndjson;cell phone.ndjson
microwave;https://storage.googleapis.com/quickdraw_dataset/full/raw/microwave.ndjson;microwave.ndjson
oven;https://storage.googleapis.com/quickdraw_dataset/full/raw/oven.ndjson;oven.ndjson
toaster;https://storage.googleapis.com/quickdraw_dataset/full/raw/toaster.ndjson;toaster.ndjson
sink;https://storage.googleapis.com/quickdraw_dataset/full/raw/sink.ndjson;sink.ndjson
refrigerator;None;None
book;https://storage.googleapis.com/quickdraw_dataset/full/raw/book.ndjson;book.ndjson
clock;https://storage.googleapis.com/quickdraw_dataset/full/raw/clock.ndjson;clock.ndjson
vase;https://storage.googleapis.com/quickdraw_dataset/full/raw/vase.ndjson;vase.ndjson
scissors;https://storage.googleapis.com/quickdraw_dataset/full/raw/scissors.ndjson;scissors.ndjson
teddy bear;https://storage.googleapis.com/quickdraw_dataset/full/raw/teddy-bear.ndjson;teddy-bear.ndjson
hair drier;None;None
toothbrush;https://storage.googleapis.com/quickdraw_dataset/full/raw/toothbrush.ndjson;toothbrush.ndjson
